input_domain,naics_domain,flag_conference,flag_alexa,flag_yahoo,ecid,ind,ind_score,naics_2,naics_2_desc,naics_4,naics_4_desc,naics_6,naics_6_desc,naics_6_score,jj_corrections
scfrinc.com,scfrinc.com,null,null,1,1077423026,Marketing and Advertising,0.492655397,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.267480284,
myriad.com,myriad.com,null,null,1,1077281536,Biotechnology,0.961629868,62,Health Care and Social Assistance,6215,Medical and Diagnostic Laboratories,621511,Medical Laboratories,0.267428249,
medicalconnections.com,medicalconnections.com,null,null,1,1073860157,Staffing and Recruiting,0.677991808,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561320,Temporary Help Services,0.267417133,
digitalturbine.com,digitalturbine.com,null,null,1,1076918319,Telecommunications,0.308254629,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.267374367,
cpfl.com.br,cpfl.com.br,null,null,1,1078985653,Utilities,0.971681476,23,Construction,2371,Utility System Construction,237130,Power and Communication Line and Related Structures Construction,0.267148584,
lindsay.com,lindsay.com,null,null,1,1075278319,Machinery,0.681567431,42,Wholesale Trade,4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,0.267134428,
mtnl.in,mtnl.in,null,null,1,1079699248,Telecommunications,0.928494394,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921110,Executive Offices,0.266788065,
northlandpower.ca,northlandpower.ca,null,null,1,1075330772,Utilities,0.792766631,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221115,Wind Electric Power Generation,0.266631752,
gsmarena.com,gsmarena.com,null,1,null,1079504922,Telecommunications,0.413298696,81,Other Services (except Public Administration),8112,Electronic and Precision Equipment Repair and Maintenance,811212,Computer and Office Machine Repair and Maintenance,0.266514212,
ewi.ca,ewi.ca,null,null,1,1074853972,Environmental Services,0.773056626,56,Administrative and Support and Waste Management and Remediation Services,5622,Waste Treatment and Disposal,562211,Hazardous Waste Treatment and Disposal,0.266397446,
sibanyegold.co.za,sibanyegold.co.za,null,null,1,1082119885,Mining & Metals,0.996542871,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.266182959,
gladstonecommercial.com,gladstonecommercial.com,null,null,1,1082081439,Real Estate,0.623889506,52,Finance and Insurance,5239,Other Financial Investment Activities,523920,Portfolio Management,0.266035438,
ascenaretail.com,ascenaretail.com,null,null,1,1074078429,Retail,0.799674809,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,0.26603058,
pixiv.net,pixiv.net,null,1,null,1079628248,Internet,0.737122059,51,Information,5191,Other Information Services,519130,Internet Publishing and Broadcasting and Web Search Portals,0.265861213,
cmgl.ca,cmgl.ca,null,null,1,1076547498,Oil & Energy,0.962901235,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.265848726,
sosei.com,sosei.com,null,null,1,1077968762,Biotechnology,0.679641306,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",0.265802383,
hersha.com,hersha.com,null,null,1,1074701936,Hospitality,0.922418416,53,Real Estate and Rental and Leasing,5311,Lessors of Real Estate,531110,Lessors of Residential Buildings and Dwellings,0.265788823,
prourocare.com,prourocare.com,null,null,1,1075070878,Medical Devices,0.974980354,62,Health Care and Social Assistance,6212,Offices of Dentists,621210,Offices of Dentists,0.265628725,
bigtreegroup.net,bigtreegroup.net,null,null,1,1075348446,"Health, Wellness and Fitness",0.159860775,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,0.265491903,
blackpearlresources.ca,blackpearlresources.ca,null,null,1,1080874801,Oil & Energy,0.990944028,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.265344739,
tepco.co.jp,tepco.co.jp,null,null,1,1079057872,Utilities,0.83576256,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221122,Electric Power Distribution,0.265331,
rockridgeresourcesinc.com,rockridgeresourcesinc.com,null,null,1,1099578486,Oil & Energy,0.782117188,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.265322894,
dfmg.com.cn,dfmg.com.cn,null,null,1,1082071662,Automotive,0.755052984,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.265214741,
ktb.co.th,ktb.co.th,null,null,1,1074378138,Financial Services,0.977437615,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.265191495,
viacom.com,viacom.com,null,null,1,1076499305,Media and Entertainment,0.960276663,51,Information,5121,Motion Picture and Video Industries,512110,Motion Picture and Video Production,0.26507315,
one2one.com,one2one.com,null,null,1,1080885585,Retail,0.290143162,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",0.26493445,
capfiglobal.com,capfiglobal.com,null,null,1,1076491023,Financial Services,0.851635397,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.264918983,
salzgitter-ag.de,salzgitter-ag.de,null,null,1,1097867304,Mining & Metals,0.675870121,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.264911741,
olb.com,olb.com,null,null,1,1076290676,Internet,0.503192544,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541613,Marketing Consulting Services,0.264870256,
american-equity.com,american-equity.com,null,null,1,1077084578,Insurance,0.666673958,55,Management of Companies and Enterprises,5511,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,0.264779866,
nglenergypartners.com,nglenergypartners.com,null,null,1,1077307173,Oil & Energy,0.977763653,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.264750093,
exxaro.com,exxaro.com,null,null,1,1079390299,Mining & Metals,0.980353653,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213114,Support Activities for Metal Mining,0.264697194,
indracompany.com,indracompany.com,null,null,1,1080396262,Information Technology and Services,0.593620479,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541512,Computer Systems Design Services,0.264675587,
wellsfargo.com,wellsfargo.com,null,1,1,1080395454,Financial Services,0.997899413,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.264648914,
westernjournalism.com,westernjournalism.com,null,1,null,1075491942,Media and Entertainment,0.414514005,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511120,Periodical Publishers,0.264564425,
brookfieldofficeproperties.com,brookfieldofficeproperties.com,null,null,1,1081213724,Real Estate,0.821050465,53,Real Estate and Rental and Leasing,5313,Activities Related to Real Estate,531312,Nonresidential Property Managers,0.264548093,
eurazeo.com,eurazeo.com,null,null,1,1079145475,Financial Services,0.984651685,52,Finance and Insurance,5259,Other Investment Pools and Funds,525990,Other Financial Vehicles,0.264542162,
marathonhcc.com,marathonhcc.com,null,null,1,1077555257,Marketing and Advertising,0.448156893,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.26453507,
providentfinancial.com,providentfinancial.com,null,null,1,1077963100,Financial Services,0.886513829,52,Finance and Insurance,5239,Other Financial Investment Activities,523930,Investment Advice,0.264441162,
geometinc.com,geometinc.com,null,null,1,1074176856,Computer Software,0.443038613,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.264405996,
nuance.com,nuance.com,null,null,1,1074680823,Computer Software,0.730343282,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.264363378,
altice.net,altice.net,null,null,1,1078638134,Telecommunications,0.941903532,51,Information,5152,Cable and Other Subscription Programming,515210,Cable and Other Subscription Programming,0.264220029,
howtogeek.com,howtogeek.com,null,1,null,1076071997,Writing and Editing,0.311046362,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.264204443,
agnc.com,agnc.com,null,null,1,1076767920,Financial Services,0.70137316,52,Finance and Insurance,5259,Other Investment Pools and Funds,525910,Open-End Investment Funds,0.264164448,
chinafinanceonline.com,chinafinanceonline.com,null,null,1,1080266520,Financial Services,0.835409045,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.264004856,
thyssenkrupp.com,thyssenkrupp.com,null,null,1,1075079529,Mechanical or Industrial Engineering,0.440014124,81,Other Services (except Public Administration),8114,Personal and Household Goods Repair and Maintenance,811490,Other Personal and Household Goods Repair and Maintenance,0.263977826,
piedmontreit.com,piedmontreit.com,null,null,1,1076084280,Real Estate,0.979008853,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,0.263919294,
partnerre.com,partnerre.com,null,null,1,1076819175,Insurance,0.99221319,52,Finance and Insurance,5241,Insurance Carriers,524130,Reinsurance Carriers,0.263917148,
enovadecisions.com,enovadecisions.com,1,null,null,1107174914,Computer Software,0.738484263,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541511,Custom Computer Programming Services,0.263817012,
aoreltd.com,aoreltd.com,null,null,1,1086501122,Insurance,0.933250904,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524210,Insurance Agencies and Brokerages,0.263770759,
universalbioenergy.com,universalbioenergy.com,null,null,1,1076780841,Oil & Energy,0.975514472,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.263649195,
mack-cali.com,mack-cali.com,null,null,1,1076023581,Real Estate,0.985973597,53,Real Estate and Rental and Leasing,5312,Offices of Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,0.263646692,
3m.com,3m.com,null,null,1,1074196418,Computer Software,0.147234231,42,Wholesale Trade,4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.263612717,
mongoliaholdings.com,mongoliaholdings.com,null,null,1,1097835291,Oil & Energy,0.290290147,53,Real Estate and Rental and Leasing,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.263585031,
xtep.com.hk,xtep.com.hk,null,null,1,1097824578,Sporting Goods,0.950206816,42,Wholesale Trade,4239,Miscellaneous Durable Goods Merchant Wholesalers,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,0.263528019,
altagas.ca,altagas.ca,null,null,1,1076809919,Oil & Energy,0.957571626,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.263385594,
earthsearch.com,earthsearch.com,null,null,1,1077010900,Oil & Energy,0.978397846,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.26305753,
nacelenergy.com,nacelenergy.com,null,null,1,1075687474,Environmental Services,0.647648454,22,Utilities,2211,"Electric Power Generation, Transmission and Distribution",221118,Other Electric Power Generation,0.262941092,
cic.com,cic.com,null,null,1,1077014603,Computer Software,0.557241976,51,Information,5112,Software Publishers,511210,Software Publishers,0.262606293,
issuu.com,issuu.com,null,1,null,1074763089,Publishing,0.671366096,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511199,All Other Publishers,0.262604743,
cousinsproperties.com,cousinsproperties.com,null,null,1,1076166133,Real Estate,0.988042474,53,Real Estate and Rental and Leasing,5313,Activities Related to Real Estate,531312,Nonresidential Property Managers,0.262446493,
